source,model,model_type,init_date,target_month,nino34_anom,member_id,lead_months,temporal_resolution,anomaly_base_period,roni_anom,tropical_mean_anom
CFS,CFSv2,dynamical,2026-04-27,2026-12,1.800289273262024,ens_E3_021,8,monthly,1991-2020,1.0738226175308228,0.7264666557312012
CFS,CFSv2,dynamical,2026-04-27,2027-01,1.5150611400604248,ens_E3_021,9,monthly,1991-2020,0.8820986747741699,0.6329624652862549
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0569466352462769,ens_E3_022,1,monthly,1991-2020,0.6893057227134705,0.3676409125328064
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.4096413850784302,ens_E3_022,2,monthly,1991-2020,0.9681869149208069,0.4414544701576233
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.7843711376190186,ens_E3_022,3,monthly,1991-2020,1.3191123008728027,0.4652588367462158
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.0912024974823,ens_E3_022,4,monthly,1991-2020,1.566100001335144,0.5251024961471558
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.5203657150268555,ens_E3_022,5,monthly,1991-2020,1.994221568107605,0.5261441469192505
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.751152276992798,ens_E3_022,6,monthly,1991-2020,2.075870990753174,0.675281286239624
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.17289400100708,ens_E3_022,7,monthly,1991-2020,2.490487575531006,0.6824064254760742
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.888030767440796,ens_E3_022,8,monthly,1991-2020,2.1462199687957764,0.7418107986450195
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.401566982269287,ens_E3_022,9,monthly,1991-2020,1.6092524528503418,0.7923145294189453
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.1057854890823364,ens_E3_023,1,monthly,1991-2020,0.693496823310852,0.4122886657714844
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.4773013591766357,ens_E3_023,2,monthly,1991-2020,0.9432379007339478,0.534063458442688
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.563965082168579,ens_E3_023,3,monthly,1991-2020,2.027374029159546,0.5365910530090332
CFS,CFSv2,dynamical,2026-04-27,2026-08,3.1961727142333984,ens_E3_023,4,monthly,1991-2020,2.724566698074341,0.4716060161590576
CFS,CFSv2,dynamical,2026-04-27,2026-09,3.0803277492523193,ens_E3_023,5,monthly,1991-2020,2.6334574222564697,0.4468703269958496
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.496495246887207,ens_E3_023,6,monthly,1991-2020,2.931727409362793,0.5647678375244141
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.6199545860290527,ens_E3_023,7,monthly,1991-2020,2.9318761825561523,0.6880784034729004
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.3822124004364014,ens_E3_023,8,monthly,1991-2020,2.5918612480163574,0.790351152420044
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.845574140548706,ens_E3_023,9,monthly,1991-2020,2.0342726707458496,0.8113014698028564
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0825093984603882,ens_E3_024,1,monthly,1991-2020,0.6996191143989563,0.3828902840614319
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.4015432596206665,ens_E3_024,2,monthly,1991-2020,0.9692462682723999,0.4322969913482666
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.9595266580581665,ens_E3_024,3,monthly,1991-2020,1.5082646608352661,0.4512619972229004
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.398747682571411,ens_E3_024,4,monthly,1991-2020,1.93033766746521,0.46841001510620117
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.656585931777954,ens_E3_024,5,monthly,1991-2020,2.174067258834839,0.48251867294311523
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.8885278701782227,ens_E3_024,6,monthly,1991-2020,2.3603029251098633,0.5282249450683594
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.4149258136749268,ens_E3_024,7,monthly,1991-2020,2.9434592723846436,0.4714665412902832
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.3265461921691895,ens_E3_024,8,monthly,1991-2020,2.7431578636169434,0.5833883285522461
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.7176806926727295,ens_E3_024,9,monthly,1991-2020,1.9348753690719604,0.782805323600769
CFS,CFSv2,dynamical,2026-04-27,2026-05,0.986079752445221,ens_E3_025,1,monthly,1991-2020,0.6002760529518127,0.3858036994934082
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.5538644790649414,ens_E3_025,2,monthly,1991-2020,1.1376880407333374,0.416176438331604
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.2439796924591064,ens_E3_025,3,monthly,1991-2020,1.8848621845245361,0.3591175079345703
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.8138511180877686,ens_E3_025,4,monthly,1991-2020,2.532008171081543,0.2818429470062256
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.987720489501953,ens_E3_025,5,monthly,1991-2020,2.68996000289917,0.2977604866027832
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.344560146331787,ens_E3_025,6,monthly,1991-2020,2.8985402584075928,0.44601988792419434
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.3822779655456543,ens_E3_025,7,monthly,1991-2020,2.949188232421875,0.4330897331237793
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.2724788188934326,ens_E3_025,8,monthly,1991-2020,2.8256449699401855,0.44683384895324707
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.873228073120117,ens_E3_025,9,monthly,1991-2020,2.346186637878418,0.5270414352416992
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.1469980478286743,ens_E3_026,1,monthly,1991-2020,0.7926669716835022,0.3543310761451721
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.5642527341842651,ens_E3_026,2,monthly,1991-2020,1.1512826681137085,0.41297006607055664
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.3516628742218018,ens_E3_026,3,monthly,1991-2020,2.0108234882354736,0.3408393859863281
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.921410322189331,ens_E3_026,4,monthly,1991-2020,2.6191742420196533,0.30223608016967773
CFS,CFSv2,dynamical,2026-04-27,2026-09,3.0427491664886475,ens_E3_026,5,monthly,1991-2020,2.834679126739502,0.2080700397491455
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.497497797012329,ens_E3_026,6,monthly,1991-2020,3.2224295139312744,0.2750682830810547
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.5814881324768066,ens_E3_026,7,monthly,1991-2020,3.3626277446746826,0.21886038780212402
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.208585262298584,ens_E3_026,8,monthly,1991-2020,2.7671146392822266,0.4414706230163574
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.708585739135742,ens_E3_026,9,monthly,1991-2020,2.0878422260284424,0.6207435131072998
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.138831615447998,ens_E3_027,1,monthly,1991-2020,0.7941156625747681,0.34471595287323
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.567386507987976,ens_E3_027,2,monthly,1991-2020,1.202187180519104,0.36519932746887207
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.824075698852539,ens_E3_027,3,monthly,1991-2020,2.390394926071167,0.43368077278137207
CFS,CFSv2,dynamical,2026-04-27,2026-08,3.3262948989868164,ens_E3_027,4,monthly,1991-2020,2.8070452213287354,0.519249677658081
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.9126861095428467,ens_E3_027,5,monthly,1991-2020,2.3827548027038574,0.5299313068389893
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.296478033065796,ens_E3_027,6,monthly,1991-2020,2.777616024017334,0.5188620090484619
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.3621227741241455,ens_E3_027,7,monthly,1991-2020,2.7968664169311523,0.5652563571929932
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.165566921234131,ens_E3_027,8,monthly,1991-2020,2.4940168857574463,0.6715500354766846
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.731968402862549,ens_E3_027,9,monthly,1991-2020,2.01231050491333,0.7196578979492188
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.093700885772705,ens_E3_028,1,monthly,1991-2020,0.7319222688674927,0.3617786169052124
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.3141489028930664,ens_E3_028,2,monthly,1991-2020,0.8950337171554565,0.41911518573760986
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.005199909210205,ens_E3_028,3,monthly,1991-2020,1.515735149383545,0.48946475982666016
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.292520046234131,ens_E3_028,4,monthly,1991-2020,1.7445536851882935,0.5479663610458374
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.5061423778533936,ens_E3_028,5,monthly,1991-2020,1.7890328168869019,0.7171095609664917
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.759866714477539,ens_E3_028,6,monthly,1991-2020,1.958714246749878,0.8011524677276611
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.3691201210021973,ens_E3_028,7,monthly,1991-2020,2.6646814346313477,0.7044386863708496
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.3021421432495117,ens_E3_028,8,monthly,1991-2020,2.5991647243499756,0.7029774188995361
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.5032448768615723,ens_E3_028,9,monthly,1991-2020,1.620335578918457,0.8829092979431152
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0515836477279663,ens_E3_029,1,monthly,1991-2020,0.6161369681358337,0.43544667959213257
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.5136513710021973,ens_E3_029,2,monthly,1991-2020,1.049515724182129,0.46413564682006836
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.9620610475540161,ens_E3_029,3,monthly,1991-2020,1.5493789911270142,0.41268205642700195
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.1591458320617676,ens_E3_029,4,monthly,1991-2020,1.6860703229904175,0.4730755090713501
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.3665542602539062,ens_E3_029,5,monthly,1991-2020,1.8571381568908691,0.5094161033630371
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.686856746673584,ens_E3_029,6,monthly,1991-2020,2.150393009185791,0.536463737487793
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.074289321899414,ens_E3_029,7,monthly,1991-2020,2.5101430416107178,0.5641462802886963
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.8373663425445557,ens_E3_029,8,monthly,1991-2020,2.1366536617279053,0.7007126808166504
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.137155055999756,ens_E3_029,9,monthly,1991-2020,1.386017084121704,0.7511379718780518
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.1600933074951172,ens_E3_030,1,monthly,1991-2020,0.7556700110435486,0.4044232964515686
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.7655389308929443,ens_E3_030,2,monthly,1991-2020,1.2091996669769287,0.5563392639160156
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.389573097229004,ens_E3_030,3,monthly,1991-2020,1.9734314680099487,0.4161416292190552
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.471614122390747,ens_E3_030,4,monthly,1991-2020,1.9873868227005005,0.4842272996902466
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.923612117767334,ens_E3_030,5,monthly,1991-2020,2.404971122741699,0.5186409950256348
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.5022003650665283,ens_E3_030,6,monthly,1991-2020,2.864187717437744,0.6380126476287842
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.6841964721679688,ens_E3_030,7,monthly,1991-2020,3.077777862548828,0.6064186096191406
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.0913660526275635,ens_E3_030,8,monthly,1991-2020,2.3410708904266357,0.7502951622009277
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.3953421115875244,ens_E3_030,9,monthly,1991-2020,1.5790908336639404,0.816251277923584
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0731887817382812,ens_E3_031,1,monthly,1991-2020,0.634720504283905,0.4384682774543762
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.3974277973175049,ens_E3_031,2,monthly,1991-2020,0.8692334294319153,0.5281943678855896
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.8863086700439453,ens_E3_031,3,monthly,1991-2020,1.272038459777832,0.6142702102661133
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.1333913803100586,ens_E3_031,4,monthly,1991-2020,1.5261210203170776,0.607270359992981
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.2332515716552734,ens_E3_031,5,monthly,1991-2020,1.5960233211517334,0.63722825050354
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.5144131183624268,ens_E3_031,6,monthly,1991-2020,1.8916274309158325,0.6227856874465942
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.774466037750244,ens_E3_031,7,monthly,1991-2020,2.163872003555298,0.6105940341949463
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.1908018589019775,ens_E3_031,8,monthly,1991-2020,1.3902432918548584,0.8005585670471191
CFS,CFSv2,dynamical,2026-04-27,2027-01,1.658568263053894,ens_E3_031,9,monthly,1991-2020,0.952642023563385,0.705926239490509
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.041654348373413,ens_E3_032,1,monthly,1991-2020,0.593466579914093,0.44818776845932007
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.1765358448028564,ens_E3_032,2,monthly,1991-2020,0.6062168478965759,0.5703189969062805
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.5917831659317017,ens_E3_032,3,monthly,1991-2020,0.999159574508667,0.5926235914230347
CFS,CFSv2,dynamical,2026-04-27,2026-08,1.8648923635482788,ens_E3_032,4,monthly,1991-2020,1.2607018947601318,0.604190468788147
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.0265817642211914,ens_E3_032,5,monthly,1991-2020,1.4979629516601562,0.5286188125610352
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.792269468307495,ens_E3_032,6,monthly,1991-2020,2.2572808265686035,0.5349886417388916
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.6912894248962402,ens_E3_032,7,monthly,1991-2020,2.1437456607818604,0.5475437641143799
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.5448601245880127,ens_E3_032,8,monthly,1991-2020,1.9752763509750366,0.5695837736129761
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.1420810222625732,ens_E3_032,9,monthly,1991-2020,1.3938032388687134,0.7482777833938599
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0165618658065796,ens_E3_033,1,monthly,1991-2020,0.5918510556221008,0.42471081018447876
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.4391603469848633,ens_E3_033,2,monthly,1991-2020,0.9058782458305359,0.5332821011543274
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.956886887550354,ens_E3_033,3,monthly,1991-2020,1.4583426713943481,0.49854421615600586
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.4815189838409424,ens_E3_033,4,monthly,1991-2020,2.1498847007751465,0.3316342830657959
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.9342479705810547,ens_E3_033,5,monthly,1991-2020,2.525970935821533,0.4082770347595215
CFS,CFSv2,dynamical,2026-04-27,2026-10,3.43766188621521,ens_E3_033,6,monthly,1991-2020,3.039851427078247,0.3978104591369629
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.725203514099121,ens_E3_033,7,monthly,1991-2020,3.266880989074707,0.45832252502441406
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.6677262783050537,ens_E3_033,8,monthly,1991-2020,3.1761698722839355,0.49155640602111816
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.7615411281585693,ens_E3_033,9,monthly,1991-2020,2.136394739151001,0.6251463890075684
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0410422086715698,ens_E3_034,1,monthly,1991-2020,0.6026700139045715,0.4383721947669983
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.5225510597229004,ens_E3_034,2,monthly,1991-2020,1.0034087896347046,0.5191422700881958
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.8321013450622559,ens_E3_034,3,monthly,1991-2020,1.3230777978897095,0.5090235471725464
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.1351730823516846,ens_E3_034,4,monthly,1991-2020,1.6388189792633057,0.4963541030883789
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.438344955444336,ens_E3_034,5,monthly,1991-2020,1.7819234132766724,0.6564215421676636
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.8087987899780273,ens_E3_034,6,monthly,1991-2020,2.1275229454040527,0.6812758445739746
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.154064893722534,ens_E3_034,7,monthly,1991-2020,2.5822558403015137,0.5718090534210205
CFS,CFSv2,dynamical,2026-04-27,2026-12,3.04815936088562,ens_E3_034,8,monthly,1991-2020,2.440113067626953,0.608046293258667
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.345142126083374,ens_E3_034,9,monthly,1991-2020,1.5191127061843872,0.8260294198989868
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0159884691238403,ens_E3_035,1,monthly,1991-2020,0.5746947526931763,0.44129371643066406
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.2350434064865112,ens_E3_035,2,monthly,1991-2020,0.7895644307136536,0.44547897577285767
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.9299691915512085,ens_E3_035,3,monthly,1991-2020,1.4474611282348633,0.4825080633163452
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.4571611881256104,ens_E3_035,4,monthly,1991-2020,2.0135416984558105,0.4436194896697998
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.6011714935302734,ens_E3_035,5,monthly,1991-2020,2.150928258895874,0.4502432346343994
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.756845235824585,ens_E3_035,6,monthly,1991-2020,2.27367901802063,0.4831662178039551
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.739628553390503,ens_E3_035,7,monthly,1991-2020,2.2068593502044678,0.5327692031860352
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.5437190532684326,ens_E3_035,8,monthly,1991-2020,2.08015775680542,0.4635612964630127
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.07729172706604,ens_E3_035,9,monthly,1991-2020,1.4960181713104248,0.5812735557556152
CFS,CFSv2,dynamical,2026-04-27,2026-05,0.9212095737457275,ens_E3_036,1,monthly,1991-2020,0.46963080763816833,0.4515787661075592
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.3078135251998901,ens_E3_036,2,monthly,1991-2020,0.820989191532135,0.4868243336677551
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.7280312776565552,ens_E3_036,3,monthly,1991-2020,1.2683831453323364,0.45964813232421875
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.1979868412017822,ens_E3_036,4,monthly,1991-2020,1.6931126117706299,0.5048742294311523
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.2262377738952637,ens_E3_036,5,monthly,1991-2020,1.7826327085494995,0.44360506534576416
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.813108444213867,ens_E3_036,6,monthly,1991-2020,2.331209659576416,0.48189878463745117
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.9698517322540283,ens_E3_036,7,monthly,1991-2020,2.4882149696350098,0.48163676261901855
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.686880111694336,ens_E3_036,8,monthly,1991-2020,2.136984348297119,0.5498957633972168
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.747664451599121,ens_E3_036,9,monthly,1991-2020,2.1987180709838867,0.5489463806152344
CFS,CFSv2,dynamical,2026-04-27,2026-05,0.9759193658828735,ens_E3_037,1,monthly,1991-2020,0.5776254534721375,0.3982939124107361
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.2584418058395386,ens_E3_037,2,monthly,1991-2020,0.7926040887832642,0.4658377170562744
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.8002721071243286,ens_E3_037,3,monthly,1991-2020,1.31755530834198,0.48271679878234863
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.176624059677124,ens_E3_037,4,monthly,1991-2020,1.680536150932312,0.496087908744812
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.3031632900238037,ens_E3_037,5,monthly,1991-2020,1.794085144996643,0.5090781450271606
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.8183767795562744,ens_E3_037,6,monthly,1991-2020,2.287076473236084,0.5313003063201904
CFS,CFSv2,dynamical,2026-04-27,2026-11,3.1095871925354004,ens_E3_037,7,monthly,1991-2020,2.584195852279663,0.5253913402557373
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.813408613204956,ens_E3_037,8,monthly,1991-2020,2.2371532917022705,0.5762553215026855
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.6950361728668213,ens_E3_037,9,monthly,1991-2020,2.0538721084594727,0.6411640644073486
CFS,CFSv2,dynamical,2026-04-27,2026-05,0.9946381449699402,ens_E3_038,1,monthly,1991-2020,0.5576664805412292,0.43697166442871094
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.309475302696228,ens_E3_038,2,monthly,1991-2020,0.7978679537773132,0.5116073489189148
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.8867132663726807,ens_E3_038,3,monthly,1991-2020,1.3278141021728516,0.5588991641998291
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.1532137393951416,ens_E3_038,4,monthly,1991-2020,1.6198389530181885,0.5333747863769531
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.445450782775879,ens_E3_038,5,monthly,1991-2020,1.9248181581497192,0.5206326246261597
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.5052404403686523,ens_E3_038,6,monthly,1991-2020,2.015079975128174,0.4901604652404785
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.877689838409424,ens_E3_038,7,monthly,1991-2020,2.339015007019043,0.5386748313903809
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.7131760120391846,ens_E3_038,8,monthly,1991-2020,2.106071710586548,0.6071043014526367
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.320014238357544,ens_E3_038,9,monthly,1991-2020,1.6237584352493286,0.6962558031082153
CFS,CFSv2,dynamical,2026-04-27,2026-05,1.0009323358535767,ens_E3_039,1,monthly,1991-2020,0.578645646572113,0.4222866892814636
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.2761366367340088,ens_E3_039,2,monthly,1991-2020,0.7637127041816711,0.5124239325523376
CFS,CFSv2,dynamical,2026-04-27,2026-07,2.238553762435913,ens_E3_039,3,monthly,1991-2020,1.652789831161499,0.5857639312744141
CFS,CFSv2,dynamical,2026-04-27,2026-08,2.482076644897461,ens_E3_039,4,monthly,1991-2020,1.949565052986145,0.5325115919113159
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.4714179039001465,ens_E3_039,5,monthly,1991-2020,1.763529658317566,0.7078882455825806
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.642524242401123,ens_E3_039,6,monthly,1991-2020,1.9390405416488647,0.7034837007522583
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.7330892086029053,ens_E3_039,7,monthly,1991-2020,2.043788194656372,0.6893010139465332
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.672912120819092,ens_E3_039,8,monthly,1991-2020,1.9506473541259766,0.7222647666931152
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.5907821655273438,ens_E3_039,9,monthly,1991-2020,1.823562741279602,0.7672194242477417
CFS,CFSv2,dynamical,2026-04-27,2026-05,0.961548388004303,ens_E3_040,1,monthly,1991-2020,0.49242135882377625,0.46912702918052673
CFS,CFSv2,dynamical,2026-04-27,2026-06,1.2759037017822266,ens_E3_040,2,monthly,1991-2020,0.7266858220100403,0.5492178797721863
CFS,CFSv2,dynamical,2026-04-27,2026-07,1.8941245079040527,ens_E3_040,3,monthly,1991-2020,1.2776868343353271,0.6164376735687256
CFS,CFSv2,dynamical,2026-04-27,2026-08,1.961268424987793,ens_E3_040,4,monthly,1991-2020,1.3050196170806885,0.6562488079071045
CFS,CFSv2,dynamical,2026-04-27,2026-09,2.185555934906006,ens_E3_040,5,monthly,1991-2020,1.5287151336669922,0.6568408012390137
CFS,CFSv2,dynamical,2026-04-27,2026-10,2.615358352661133,ens_E3_040,6,monthly,1991-2020,1.8534413576126099,0.761916995048523
CFS,CFSv2,dynamical,2026-04-27,2026-11,2.9775657653808594,ens_E3_040,7,monthly,1991-2020,2.2143394947052,0.7632262706756592
CFS,CFSv2,dynamical,2026-04-27,2026-12,2.921199321746826,ens_E3_040,8,monthly,1991-2020,2.1891872882843018,0.7320120334625244
CFS,CFSv2,dynamical,2026-04-27,2027-01,2.5849852561950684,ens_E3_040,9,monthly,1991-2020,1.8844531774520874,0.700532078742981
CFS,CFSv2,dynamical,2026-04-27,2025-05,-0.05393534153699875,ens_E3_041,0,monthly,1991-2020,-0.4447665810585022,0.39083123952150345
CFS,CFSv2,dynamical,2026-04-27,2025-06,0.036146581172943115,ens_E3_041,0,monthly,1991-2020,-0.25059983134269714,0.28674641251564026
CFS,CFSv2,dynamical,2026-04-27,2025-07,-0.07012342661619186,ens_E3_041,0,monthly,1991-2020,-0.38267430663108826,0.3125508800148964
CFS,CFSv2,dynamical,2026-04-27,2025-08,-0.334812730550766,ens_E3_041,0,monthly,1991-2020,-0.6745727062225342,0.3397599756717682
CFS,CFSv2,dynamical,2026-04-27,2025-09,-0.452505499124527,ens_E3_041,0,monthly,1991-2020,-0.7925213575363159,0.34001585841178894
CFS,CFSv2,dynamical,2026-04-27,2025-10,-0.4991535246372223,ens_E3_041,0,monthly,1991-2020,-0.8251830339431763,0.326029509305954
CFS,CFSv2,dynamical,2026-04-27,2025-11,-0.7111474871635437,ens_E3_041,0,monthly,1991-2020,-0.9488622546195984,0.2377147674560547
CFS,CFSv2,dynamical,2026-04-27,2025-12,-0.6391204595565796,ens_E3_041,0,monthly,1991-2020,-0.9488694667816162,0.3097490072250366
CFS,CFSv2,dynamical,2026-04-27,2026-01,-0.5568469166755676,ens_E3_041,0,monthly,1991-2020,-0.9437293410301208,0.3868824243545532
CFS,CFSv2,dynamical,2026-04-27,2026-02,-0.20334014296531677,ens_E3_041,0,monthly,1991-2020,-0.6590121388435364,0.4556719958782196
CFS,CFSv2,dynamical,2026-04-27,2026-03,0.02000141516327858,ens_E3_041,0,monthly,1991-2020,-0.4912756681442261,0.5112770833075047
CFS,CFSv2,dynamical,2026-04-27,2026-04,0.4634815752506256,ens_E3_041,0,monthly,1991-2020,-0.05273661017417908,0.5162181854248047
CFS,CFSv2,dynamical,2026-04-27,2025-05,-0.05393534153699875,mean,0,monthly,1991-2020,-0.4447665810585022,0.39083123952150345
CFS,CFSv2,dynamical,2026-04-27,2025-06,0.036146581172943115,mean,0,monthly,1991-2020,-0.25059983134269714,0.28674641251564026
CFS,CFSv2,dynamical,2026-04-27,2025-07,-0.07012342661619186,mean,0,monthly,1991-2020,-0.38267430663108826,0.3125508800148964
CFS,CFSv2,dynamical,2026-04-27,2025-08,-0.334812730550766,mean,0,monthly,1991-2020,-0.6745727062225342,0.3397599756717682
CFS,CFSv2,dynamical,2026-04-27,2025-09,-0.452505499124527,mean,0,monthly,1991-2020,-0.7925213575363159,0.34001585841178894
